listing_title,price,land_area,bedrooms,bathrooms,agent_name,date_created,internal_features,external_features,nearby,link
5 Bed Townhouse with Backup Generator in Westlands Area,"
KSh 48,000,000
",," 5
"," 3
",Eden Heights Realty,24/05/2023,"
Backup Generator
","
Balcony
,
Parking
,
Staff Quarters
,
Electric Fence
","
Shopping Centre
,
Bus Stop
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-westlands-area-3583122
5 Bed Townhouse with En Suite at Lavington,"
KSh 120,000,000
",," 5
"," 6
",Hanspace Limited,20/06/2023,"
Service Charge Included
,
Backup Generator
,
En Suite
","
Balcony
,
Parking
,
CCTV
,
Staff Quarters
,
Electric Fence
,
Borehole
,
Garden
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3602396
4 Bed House with En Suite in Kahawa Sukari,"
KSh 48,000,000
",," 4
"," 5
",Abec Real Estate,21/06/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Gym
,
Parking
,
Staff Quarters
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kahawa-sukari-6-3547161
5 Bed House with En Suite at Ololua Estate,"
KSh 95,000,000
","
"," 5
"," 5
",Mapema Properties,01/07/2023,"
En Suite
,
Service Charge Included
,
Walk In Closet
 ,
Serviced
","
Garden
,
Staff Quarters
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-1-3576153
3 Bed House at Buruburu Phase 1,"
KSh 10,500,000
",," 3
"," 2
",Zyve,08/07/2023,"
Fibre Internet
","
Balcony
,
Parking
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-buruburu-3607168
4 Bed House with En Suite at Along Kiambu Road Off Paradise Lost Road,"
KSh 32,000,000
","
"," 4
"," 4
",Apogee Realty Homes,23/06/2023,"
Service Charge Included
,
En Suite
,
Fibre Internet
","
Balcony
,
Parking
,
Staff Quarters
 ,
Electric Fence
,
Wheelchair Access
,
Borehole
,
Garden
","
Bus Stop
,
Shopping Centre
,
Hospital
,
 Scenic View
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3610189
4 Bed House with En Suite at Thika Road,"
KSh 22,000,000
",," 4
"," 4
",Afrique Properties Limited,03/07/2023,"
Alarm
,
En Suite
,
Fibre Internet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Garden
,
Parking
","
Bus Stop
,
Golf Course
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-membley-1-3601365
4 Bed Villa with En Suite in Karen,"
KSh 65,000,000
",," 4
"," 5
",Villawatch Limited,27/06/2023,"
Backup Generator
,
En Suite
","
Balcony
,
Parking
,
Staff Quarters
,
Borehole
,
Garden
","
Bus Stop
,
 Shopping Centre
,
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-karen-3611232
4 Bed House with En Suite at Acacia,"
KSh 6,250,000
",," 4
"," 4
",Blu cherryDUPLICATE,27/06/2023,"
Alarm
,
En Suite
,
Fibre Internet
","
Parking
,
Staff Quarters
,
Garden
,
Borehole
","
School
,
Hospital
,
Bus Stop
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitengela-1-3597422
4 Bed House with Garden at Karen Kikeni Road,"
KSh 47,000,000
","
"," 4
"," 4
",Mapema Properties,01/07/2023,"
Alarm
,
Serviced
,
Walk In Closet
","
Balcony
,
CCTV
,
Garden
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-1-3575667
4 Bed House with Garden at Karen,"
KSh 65,000,000
","
"," 4
"," 3
",Skybraze homes,29/05/2023,"
Parking
,
Garden
",,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3600149
3 Bed House with Garden at Kitengela,"
KSh 6,300,000
","
"," 3
"," 4
",Homeken Limited,08/07/2023,"
Parking
,
Garden
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3-3596522
5 Bed Townhouse with En Suite at Lavington,"
KSh 55,000,000
",," 5
"," 5
",Hanspace Limited,20/06/2023,"
Service Charge Included
,
Backup Generator
,
Walk In Closet
,
En Suite
","
Balcony
,
Parking
,
CCTV
,
Staff Quarters
,
Electric Fence
,
Borehole
,
Garden
","
Bus Stop
,
Shopping Centre
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3609138
5 Bed House with En Suite at Karen,"
KSh 99,000,000
","
"," 5
"," 6
",Mapema Properties,01/07/2023,"
Backup Generator
,
Alarm
,
En Suite
,
Fibre Internet
,
Serviced
,
Walk In Closet
","
Balcony
,
CCTV
,
Borehole
,
Garden
,
Parking
,
Gym
,
Staff Quarters
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-1-3580649
5 Bed Villa with En Suite at Kahawa Sukari,"
KSh 29,900,000
",," 5
"," 5
",El Roi Properties,06/06/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Serviced
,
Service Charge Included
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-kahawa-sukari-3596696
5 Bed House with En Suite at Kyuana,"
KSh 285,000,000
",," 5
"," 5
",Simkar Group Limited,24/05/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
,
Furnished
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Garden
,
Swimming Pool
,
Staff Quarters
,
Parking
,
Gym
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/furnished-5-bedroom-house-for-sale-kyuna-3561940
6 Bed House with En Suite at Muthaiga Road,"
KSh 650,000,000
",," 6
"," 7
",Nairobi Royal Homes,26/06/2023,"
Aircon
,
Alarm
,
Walk In Closet
,
Backup Generator
,
En Suite
,
Fibre Internet
","
Wheelchair Access
,
Borehole
,
Garden
,
Electric Fence
,
Swimming Pool
,
Staff Quarters
,
 CCTV
,
Parking
,
BBQ
,
Balcony
,
Gym
","
Shopping Centre
,
Bus Stop
,
Hospital
,
 School
",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-muthaiga-1-3579432
3 Bed House with En Suite at Serena,"
KSh 35,000,000
","
"," 3
"," 3
",Sky Miles Properties,13/06/2023,"
Aircon
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Hospital
,
Scenic View
,
Sea View
,
Shopping Centre
,
School
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-shanzu-1-3550081
3 Bed House with En Suite in Ongata Rongai,"
KSh 6,000,000
","
"," 3
"," 3
",Leilach Properties,27/06/2023,"
En Suite
,
Fibre Internet
","
Bus Stop
,
Hospital
,
School
",,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ongata-rongai-1-3485618
4 Bed Townhouse with En Suite in Kiambu Road,"
KSh 35,500,000
",," 4
"," 4
",Ge-Mac Property Solutions,03/07/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
Parking
,
BBQ
,
CCTV
,
Staff Quarters
,
Electric Fence
,
Borehole
,
Wheelchair Access
,
Garden
","
Bus Stop
,
Shopping Centre
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3612616
3 Bed House with En Suite in Ngong,"
KSh 7,500,000
","
"," 3
"," 3
",Leilach Properties,27/06/2023,"
Alarm
,
En Suite
,
Fibre Internet
","
Garden
,
Parking
","
Bus Stop
,
Shopping Centre
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ngong-1-3529934
6 Bed House with En Suite at Karen,"
KSh 95,000,000
",," 6
",,Sema Estate Agents,19/06/2023,"
En Suite
","
Garden
,
BBQ
,
Parking
,
Staff Quarters
,
Borehole
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-karen-3509475
3 Bed House with En Suite in Kenyatta Road,"
KSh 5,250,000
",," 3
"," 3
",Family Homes,10/05/2023,"
Walk In Closet
,
Backup Generator
,
En Suite
,
Fibre Internet
","
Garden
,
Borehole
,
Electric Fence
,
CCTV
 ,
BBQ
,
Parking
,
Balcony
,
Gym
","
Shopping Centre
,
Bus Stop
,
Hospital
,
Scenic View
 ,
School
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kenyatta-road-3598684
4 Bed House with En Suite in Thika,"
KSh 25,000,000
",," 4
"," 5
",Pam Golding Properties,24/05/2023,"
En Suite
","
Parking
",,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-thika-3590762
4 Bed Villa with En Suite at Tigoni Near Kentmere Club,"
KSh 50,000,000
","
"," 4
"," 5
",Sir Francis Marketing &#38; Consultants Ltd,05/07/2023,"
Aircon
,
Alarm
,
Serviced
,
Service Charge Included
,
Walk In Closet
,
Backup Generator
,
En Suite
,
Fibre Internet
","
Parking
,
Swimming Pool
,
Electric Fence
,
Borehole
,
Wheelchair Access
,
Garden
,
Staff Quarters
,
CCTV
,
BBQ
,
Balcony
,
Gym
","
Bus Stop
,
Shopping Centre
,
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-tigoni-8-3584288
5 Bed Townhouse with En Suite in Brookside,"
 KSh 40,000,000
",," 5
"," 3
",Leti Realty Limited,01/07/2023,"
Aircon
,
Alarm
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Garden
,
Parking
,
Staff Quarters
 ,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-brookside-1-3592615
4 Bed Townhouse with En Suite at Dennis Pritt,"
KSh 35,800,000
",," 4
"," 3
",Lavington Property Management,25/06/2023,"
Alarm
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Garden
,
Electric Fence
,
Parking
,
Swimming Pool
,
Staff Quarters
,
Balcony
,
CCTV
","
Bus Stop
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kilimani-1-3501560
3 Bed House in Thindigua,"
KSh 14,000,000
",," 3
"," 3
",Litana Investments,24/05/2023,,,,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-thindigua-3553433
4 Bed Townhouse in Rhapta Road,"
KSh 35,000,000
",," 4
",,Coral Property International Ltd,24/05/2023,,,,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-rhapta-road-3587468
5 Bed Townhouse with En Suite at Lavington,"
KSh 83,000,000
",," 5
"," 6
",Hanspace Limited,20/06/2023,"
Service Charge Included
,
Backup Generator
,
En Suite
,
Walk In Closet
","
CCTV
,
Parking
,
Staff Quarters
,
Gym
,
Swimming Pool
,
Garden
,
Borehole
,
Electric Fence
,
Balcony
,
BBQ
","
Bus Stop
,
Shopping Centre
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3602673
5 Bed House with En Suite at Lower Kabete Road,"
KSh 85,000,000
",," 5
"," 6
",Nairobi Royal Homes,06/07/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
","
Garden
,
Borehole
,
Electric Fence
,
CCTV
,
Staff Quarters
,
Parking
,
Balcony
,
Gym
,
BBQ
","
Shopping Centre
,
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lower-kabete-3613528
3 Bed House with En Suite in Kileleshwa,"
KSh 18,000,000
","
"," 3
"," 4
",Litana Investments,24/05/2023,"
Walk In Closet
,
Service Charge Included
,
Backup Generator
,
Alarm
,
En Suite
,
Serviced
","
Balcony
,
CCTV
,
Electric Fence
,
Parking
,
Gym
,
Borehole
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kileleshwa-3553369
4 Bed Townhouse with En Suite in Tigoni,"
KSh 28,000,000
",," 4
"," 4
",Ge-Mac Property Solutions,03/07/2023,"
Alarm
,
Backup Generator
,
 En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
Parking
,
CCTV
,
Staff Quarters
,
Electric Fence
,
Borehole
,
Wheelchair Access
,
Garden
","
Shopping Centre
,
Bus Stop
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-tigoni-3612615
5 Bed Townhouse with En Suite at Convent Garden,"
KSh 48,450,000
",," 5
"," 6
",Nairobi Royal Homes,26/06/2023,"
Aircon
,
Alarm
,
En Suite
,
Fibre Internet
,
Backup Generator
,
Walk In Closet
,
Service Charge Included
","
Balcony
 ,
Gym
,
BBQ
,
Parking
,
CCTV
,
Staff Quarters
,
Electric Fence
,
Borehole
,
Wheelchair Access
,
Garden
","
Bus Stop
,
Shopping Centre
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-1-3572183
4 Bed House with En Suite at Karen Kikeni Road,"
KSh 47,000,000
","
"," 4
"," 4
",Mapema Properties,01/07/2023,"
En Suite
,
Service Charge Included
,
Serviced
","
Garden
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-hardy-1-3575900
4 Bed House with En Suite in Runda,"
KSh 96,000,000
",," 4
"," 6
",Royal Properties Market Limited,06/07/2023,"
En Suite
","
Garden
 ,
Staff Quarters
,
Parking
",,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-2-3555601
Development,"
KSh 14,800,000
",," 3
"," 4
",Vipingo Development limited,15/06/2023,"
En Suite
,
Fibre Internet
","
BBQ
,
CCTV
,
 Borehole
,
Garden
,
Parking
,
Staff Quarters
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-vipingo-3567503
7 Bed House in Kiambu Road,"
KSh 165,000,000
",," 7
"," 9
",Coral Property International Ltd,07/07/2023,,,,https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-kiambu-road-3603792
4 Bed Townhouse with En Suite in Lavington,"
KSh 70,000,000
",," 4
"," 4
",Crystal Valuers LTD,24/05/2023,"
En Suite
,
Backup Generator
","
Bus Stop
,
Shopping Centre
",,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3575786
4 Bed House with En Suite in Ruiru,"
KSh 12,000,000
","
"," 4
"," 5
",Litana Investments,24/05/2023,"
En Suite
,
Walk In Closet
","
CCTV
,
Parking
,
Staff Quarters
,
Electric Fence
,
Garden
","
Shopping Centre
,
Bus Stop
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3584044
4 Bed Townhouse with En Suite in Runda,"
KSh 32,000,000
","
"," 4
"," 4
",LIflac Properties,07/07/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
CCTV
,
Electric Fence
,
Garden
,
Parking
,
Staff Quarters
","
Bus Stop
,
Hospital
,
Scenic View
,
Shopping Centre
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-runda-13-3560337
4 Bed House with En Suite in Syokimau,"
KSh 23,000,000
","
"," 4
"," 4
",Litana Investments,24/05/2023,"
Backup Generator
,
En Suite
,
Walk In Closet
","
Balcony
,
CCTV
,
Electric Fence
,
Garden
,
Parking
,
Staff Quarters
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-syokimau-3553512
3 Bed House with En Suite in Imara Daima,"
KSh 11,000,000
",," 3
"," 2
",Afrique Properties Limited,03/07/2023,"
En Suite
","
Garden
,
Parking
","
Bus Stop
,
Golf Course
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-imara-daima-1-3550720
4 Bed House with Garden in Kitengela,"
KSh 10,000,000
","
"," 4
"," 2
",Litana Investments,24/05/2023,"
Walk In Closet
","
Parking
,
Garden
","
Bus Stop
,
Shopping Centre
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitengela-3583672
3 Bed House with En Suite in Kitengela,"
KSh 5,800,000
","
"," 3
"," 3
",Vector Afriq Properties Ltd,30/06/2023,"
Aircon
,
Alarm
,
En Suite
,
Serviced
","
Parking
,
Balcony
,
Borehole
,
Garden
,
Wheelchair Access
","
Bus Stop
,
Shopping Centre
,
Hospital
,
School
,
Scenic View
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-2-3562448
4 Bed House with En Suite in Nyali Area,"
KSh 130,000,000
",," 4
"," 5
",Arneel Homes,17/06/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
","
Electric Fence
,
CCTV
,
BBQ
,
Balcony
,
Borehole
,
Garden
,
Gym
,
Parking
,
Staff Quarters
,
Swimming Pool
","
Bus Stop
,
Golf Course
,
Hospital
,
Shopping Centre
,
Sea View
,
School
,
Scenic View
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-nyali-area-3604437
3 Bed House with En Suite at Rongai,"
KSh 7,800,000
",," 3
"," 3
",Landmark Top Solutions,23/06/2023,"
Walk In Closet
,
En Suite
","
Parking
,
Staff Quarters
,
Garden
","
Shopping Centre
,
Bus Stop
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ongata-rongai-3610231
4 Bed Townhouse with En Suite in Syokimau,"
KSh 18,000,000
",," 4
"," 4
",Urban Hut Limited,24/05/2023,"
En Suite
,
Fibre Internet
,
Walk In Closet
","
Staff Quarters
,
Parking
,
Balcony
,
Electric Fence
","
Hospital
,
Shopping Centre
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-syokimau-3555724
5 Bed House with En Suite in Kileleshwa,"
KSh 270,000,000
",," 5
"," 6
",Kenya Classic Homes,02/07/2023,"
Backup Generator
,
Alarm
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
Electric Fence
,
Garden
,
Staff Quarters
","
Scenic View
 ",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kileleshwa-2-3508841
3 Bed House with En Suite in Kitengela,"
KSh 6,400,000
","
"," 3
"," 3
",Litana Investments,24/05/2023,"
En Suite
,
Walk In Closet
","
Garden
,
Borehole
,
Swimming Pool
","
Bus Stop
,
Hospital
,
Scenic View
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3553759
4 Bed House with En Suite at Karen,"
KSh 80,000,000
","
"," 4
"," 8
",Mapema Properties,01/07/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
 Serviced
,
Walk In Closet
","
Balcony
,
CCTV
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-1-3582828
4 Bed House with En Suite in Kileleshwa,"
KSh 160,000,000
",," 4
"," 4
",Leti Realty Limited,01/07/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Garden
,
Parking
,
Staff Quarters
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kileleshwa-1-3601727
3 Bed Townhouse with En Suite in Nyali Area,"
KSh 17,000,000
",," 3
"," 3
",Furaha Properties,19/04/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Walk In Closet
,
Fibre Internet
","
Swimming Pool
,
Borehole
,
Staff Quarters
,
Electric Fence
,
CCTV
,
Parking
,
BBQ
,
Balcony
,
Garden
","
Sea View
,
Bus Stop
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-nyali-area-3483125
4 Bed House with En Suite in Loresho,"
KSh 125,000,000
",," 4
"," 5
",Arneel Homes,17/06/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Gym
,
Parking
,
 Staff Quarters
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Sea View
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-loresho-1-3590815
5 Bed House with En Suite in Ngong,"
KSh 16,500,000
",," 5
"," 6
",Leilach Properties,27/06/2023,"
En Suite
,
Fibre Internet
","
Parking
,
Staff Quarters
,
Garden
","
Bus Stop
,
Scenic View
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ngong-15-3427187
4 Bed Townhouse with En Suite in Limuru,"
KSh 25,000,000
",," 4
",,Live n Style Agencies,06/05/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Serviced
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-limuru-3597757
5 Bed Townhouse with En Suite at Syokimau,"
KSh 15,500,000
",," 5
"," 4
",Simkar Group Limited,24/05/2023,"
Alarm
,
En Suite
,
Fibre Internet
","
Balcony
,
CCTV
,
Electric Fence
,
Borehole
,
Staff Quarters
,
Parking
,
Garden
","
Bus Stop
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-syokimau-3501548
6 Bed Townhouse with En Suite at Karen,"
KSh 150,000,000
",," 6
"," 6
",Simkar Group Limited,24/05/2023,"
Alarm
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
Garden
,
Parking
,
Electric Fence
,
Staff Quarters
,
Borehole
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-karen-3501639
